# resp_long: Survey responses in long format | Generated: 2026-04-07 16:30
# 98 respondents x 39 items | Total rows: 3822
# submission_status values:
#   unique     - single complete submission for this pid
#   first-dup  - earlier of two complete submissions (keep second-dup for analysis)
#   second-dup - later of two complete submissions
#   incomplete - unfinished submission (finished = FALSE)
# Duplicate complete submissions (3 pids): 2dd2AY, 39XPqH, W1RZzp
# Incomplete submissions (3 pids): 36A2cx, usgLCu, y5lblN
1,45dfx5,q7_1,25,QID7,1,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,1,"I can identify incomplete, or fragment sentences.","Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can identify incomplete, or fragment sentences.",unique
1,45dfx5,q7_2,100,QID7,2,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,2,I can invest a great deal of effort and time in writing a paper when I know the paper will earn a grade.,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can invest a great deal of effort and time in writing a paper when I know the paper will earn a grade.,unique
1,45dfx5,q7_3,75,QID7,3,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,3,I can articulate my strengths and challenges as a writer.,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can articulate my strengths and challenges as a writer.,unique
1,45dfx5,q7_4,100,QID7,4,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,4,I can find and incorporate appropriate evidence to support important points in my papers.,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can find and incorporate appropriate evidence to support important points in my papers.,unique
1,45dfx5,q7_5,50,QID7,5,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,5,I can be recognized by others as a strong writer.,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can be recognized by others as a strong writer.,unique
1,45dfx5,q7_6,50,QID7,6,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,6,"When I read a rough draft, I can identify gaps when they are present in the paper.","Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - When I read a rough draft, I can identify gaps when they are present in the paper.",unique
1,45dfx5,q7_7,75,QID7,7,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,7,I can maintain a sense of who my audience is as I am writing a paper.,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can maintain a sense of who my audience is as I am writing a paper.,unique
1,45dfx5,q7_8,100,QID7,8,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,8,"I can write a paper without feeling physical discomfort (e.g., headaches, stomach-aches, back-aches, insomnia, muscle tension, nausea, and/or crying).","Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can write a paper without feeling physical discomfort (e.g., headaches, stomach-aches, back-aches, insomnia, muscle tension, nausea, and/or crying).",unique
1,45dfx5,q7_9,100,QID7,9,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,9,"When I read drafts written by classmates, I can provide them with valuable feedback.","Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - When I read drafts written by classmates, I can provide them with valuable feedback.",unique
1,45dfx5,q7_10,75,QID7,10,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,10,"When I have a pressing deadline for a paper, I can manage my time efficiently.","Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - When I have a pressing deadline for a paper, I can manage my time efficiently.",unique
1,45dfx5,q7_11,75,QID7,11,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,11,I can attribute my success on writing projects to my writing abilities more than external forces.,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - I can attribute my success on writing projects to my writing abilities more than external forces.,unique
1,45dfx5,q7_12,100,QID7,12,Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree):,Slider,HSLIDER,NA,Q7,12,"When a student who is similar to me receives praise and/or a good grade on a paper, I know I can write a paper worthy of praise and/or a good grade.","Rate the extent to which you agree with each of the following statements regarding your writing behavior and skills from 0 (don’t agree at all) to 100 (completely agree): - When a student who is similar to me receives praise and/or a good grade on a paper, I know I can write a paper worthy of praise and/or a good grade.",unique
